date,action,symbol,shares,price,amount
2024-08-28,SELL,VIB,6645000,14.65999984741211,97269575.43757439
2024-08-28,BUY,VRE,2020500,19.5,39458849.625
2024-08-28,BUY,STB,1333300,29.549999237060547,39458112.50374699
2024-08-28,BUY,PLX,824200,47.79999923706055,39455854.51024208
2024-08-28,BUY,VCB,651200,60.5,39456696.4
2024-08-29,SELL,VRE,2020500,19.25,38836283.0625
2024-08-29,SELL,STB,1333300,30.450000762939453,40538087.53820133
2024-08-29,SELL,VCB,651200,60.7599983215332,39507560.54062195
2024-08-29,BUY,TCB,6103200,21.940000534057617,134105067.57634965
2024-08-29,BUY,VJC,1278900,104.69999694824219,134101677.3362526
2024-08-29,BUY,VIB,9134000,14.65999984741211,134105295.2641716
2024-08-30,SELL,TCB,6103200,22.280000686645508,135775331.24044877
2024-08-30,SELL,SAB,456300,50.06999969482422,22812670.44945717
2024-08-30,SELL,PLX,824200,47.02000045776367,38695753.55072289
2024-08-30,SELL,VIB,9134000,14.699999809265137,134068393.56044102
2024-08-30,BUY,VRE,5682800,19.200000762939453,109273428.98213579
2024-08-30,BUY,BID,2729100,39.97999954223633,109273080.87584326
2024-08-30,BUY,VPB,6018200,18.1299991607666,109273625.89074956
2024-08-30,BUY,GAS,1527700,71.41999816894531,109271993.69950181
2024-09-04,SELL,VRE,5682800,19.700000762939453,111783237.58912888
2024-09-04,SELL,BID,2729100,40.02000045776367,109054755.37440892
2024-09-04,SELL,VJC,1278900,104.30000305175781,133189189.99203873
2024-09-04,SELL,GAS,1527700,71.94000244140625,109737887.61714172
2024-09-04,BUY,TCB,1352600,21.940000534057617,29720558.789449885
2024-09-04,BUY,VHM,698200,42.5,29718010.25
2024-09-04,BUY,SAB,595800,49.810001373291016,29721314.0164341
2024-09-04,BUY,BSR,2118300,14.010000228881836,29721899.560067657
2024-09-05,SELL,TCB,1352600,21.75,29374921.425
2024-09-05,SELL,SAB,595800,49.63999938964844,29531148.36889801
2024-09-05,SELL,BSR,2118300,13.890000343322754,29379052.9456697
