date,nav,ret
2023-03-01,998502251.697845,
2023-03-02,994763678.8999926,-0.0037441806380460463
2023-03-03,994763678.8999926,0.0
2023-03-06,993273778.9231089,-0.0014977426382627446
2023-03-07,986631701.6059303,-0.006687055933742525
2023-03-08,986631701.6059303,0.0
2023-03-09,985153993.6265724,-0.001497730082008042
2023-03-10,980527455.9787967,-0.004696258328857117
2023-03-13,974433329.6156948,-0.00621515116781568
2023-03-14,974869331.6031394,0.00044744157880627355
2023-03-15,1006642280.6898307,0.032592008032955366
2023-03-16,1005709029.7607253,-0.0009270929177203069
2023-03-17,1000255770.6635007,-0.005422303007980411
2023-03-20,993347132.6352311,-0.006906871453175256
2023-03-21,993935262.3031108,0.0005920686218920945
2023-03-22,993434287.0147121,-0.0005040321109424095
2023-03-23,1032257092.4434777,0.03907938948375622
2023-03-24,1030556618.8755047,-0.0016473353202619556
2023-03-27,1029191137.2783722,-0.0013249942527393532
2023-03-28,1022928903.1113685,-0.006084617269017434
2023-03-29,1018268586.3123964,-0.004555856017751769
2023-03-30,1017354145.3186363,-0.0008980351609114701
2023-03-31,1016178803.6552662,-0.001155292548596254
2023-04-03,1043333635.5505064,0.026722493913041934
2023-04-04,1050988888.5612187,0.0073373010797961324
2023-04-05,1049774113.9759686,-0.0011558396082694822
2023-04-06,1024781537.8794227,-0.023807575138129256
2023-04-07,1052568327.615526,0.027114842245892223
2023-04-10,1058268607.8280318,0.005415591618094018
2023-04-11,1057075701.4035178,-0.0011272246154615528
2023-04-12,1073070888.8924224,0.015131544001689923
2023-04-13,1055108090.4302869,-0.01673961957972414
2023-04-14,1054523643.1727405,-0.0005539216909122846
2023-04-17,1062722711.8149047,0.007775139699566891
2023-04-18,1097281923.0023615,0.03251949996291792
2023-04-19,1102051678.633107,0.0043468825383494725
2023-04-20,1102378353.659654,0.00029642441718524815
2023-04-21,1108119153.2395415,0.0052076490442953816
2023-04-24,1108112566.1560552,-5.944381944011923e-06
2023-04-25,1086545561.5681708,-0.019462828278085875
2023-04-26,1094850147.079315,0.007643108402337395
2023-04-27,1091829154.1396265,-0.0027592752741070203
2023-04-28,1088535067.7202103,-0.003017034677015862
2023-05-04,1092519375.9174824,0.003660247901444924
2023-05-05,1099138762.9410434,0.006058828034973818
2023-05-08,1098791328.1821895,-0.0003160972668494466
2023-05-09,1101948504.7231672,0.0028733176718829245
2023-05-10,1107589276.7575727,0.005118907108842219
2023-05-11,1113779329.3890831,0.005588761792306052
2023-05-12,1129113294.168579,0.013767507058967121
2023-05-15,1120907767.2848716,-0.0072672307784221735
2023-05-16,1130273364.9648037,0.008355368704972
2023-05-17,1119279129.9559534,-0.00972705838219301
2023-05-18,1121329347.7229884,0.0018317305417065999
2023-05-19,1123339130.3818831,0.0017923214646757835
2023-05-22,1126548276.3346157,0.002856791743417242
2023-05-23,1127991776.2014709,0.001281347543801381
2023-05-24,1126542940.8442216,-0.0012844378725244132
2023-05-25,1130617615.3914728,0.0036169722427070727
2023-05-26,1138881266.2731314,0.007308970574279705
2023-05-29,1139688448.8928275,0.0007087504585421289
2023-05-30,1151297340.0673916,0.010186021614803309
2023-05-31,1155558842.02634,0.003701478159151339
2023-06-01,1160905756.450271,0.00462712432242296
2023-06-02,1160920757.822528,1.2922127548886664e-05
2023-06-05,1156087347.4900742,-0.004163428295932525
2023-06-06,1164316024.3986573,0.00711769480606117
2023-06-07,1169623240.9464278,0.00455822683580398
2023-06-08,1157722137.3527727,-0.010175159980597703
2023-06-09,1173552655.7511206,0.013673849611743227
2023-06-12,1183267609.5059855,0.008278242742032704
2023-06-13,1183589865.0017638,0.00027234371429551985
2023-06-14,1177403628.6887288,-0.0052266722586592484
2023-06-15,1188114964.4294603,0.009097420357588648
2023-06-16,1190779089.819921,0.0022423127981896496
2023-06-19,1184648675.753205,-0.005148237921815624
2023-06-20,1195824231.8635983,0.009433645889392217
2023-06-21,1200997622.196661,0.004326212996202949
2023-06-22,1201492987.2025244,0.00041246127112004594
2023-06-23,1203023060.9822102,0.0012734770789202265
2023-06-26,1217391959.9306946,0.011943992941209958
2023-06-27,1211319221.8924232,-0.004988317845155743
2023-06-28,1213634547.6309686,0.0019114084022608946
2023-06-29,1196711345.920313,-0.013944232012585656
2023-06-30,1213484489.2997742,0.014016031047622501
