date,nav,ret
2021-09-01,998502248.0081112,
2021-09-06,988905824.8632214,-0.009610817766343094
2021-09-07,988905824.8632214,0.0
2021-09-08,987424691.6864384,-0.0014977494717334228
2021-09-09,1013653551.0111736,0.02656289593076555
2021-09-10,1009071787.2325283,-0.0045200490582554265
2021-09-13,1007924381.4740105,-0.001137090317096967
2021-09-14,1026432413.4941642,0.01836252040365083
2021-09-15,1039431126.9605975,0.012663974067404382
2021-09-16,1054233965.850244,0.014241288822022913
2021-09-17,1048081727.5304558,-0.005835742841795444
2021-09-20,1022980077.1989238,-0.023950088692680338
2021-09-21,1024641777.4743632,0.0016243720796491612
2021-09-22,1023455089.0373296,-0.0011581495729744429
2021-09-23,1004899255.1501032,-0.018130579530050595
2021-09-24,1003515803.6201106,-0.001376706692638452
2021-09-27,1000770705.9470223,-0.0027354802616815777
2021-09-28,1001583562.5611352,0.0008122306231412857
2021-09-29,1000038902.4129587,-0.0015422179495704347
2021-09-30,994800367.2965548,-0.005238331332675261
2021-10-01,994758485.229689,-4.210097647994182e-05
2021-10-04,993529282.709995,-0.0012356793512650066
2021-10-05,997402154.4911836,0.0038980952535438984
2021-10-06,997360012.8428857,-4.225141093605611e-05
2021-10-07,996165551.3980312,-0.0011976231546017013
2021-10-08,986370807.24485,-0.009832446162623354
2021-10-11,986314457.2645426,-5.712859696738182e-05
2021-10-12,985460848.4000154,-0.0008654530593565912
2021-10-13,984723276.5207523,-0.0007484537619739662
2021-10-14,984704895.5496873,-1.8666128346223054e-05
2021-10-15,983329312.9104111,-0.0013969491220090502
2021-10-18,977799811.6734934,-0.005623244587870335
2021-10-19,987808182.8386546,0.010235603490280853
2021-10-20,1005511049.475549,0.017921360588471602
2021-10-21,1008954633.7795193,0.00342471055466409
2021-10-22,1025138590.9132922,0.016040321925226753
2021-10-25,1023048733.9163992,-0.002038609233343869
2021-10-26,1025792248.5158725,0.00268170470136897
2021-10-27,1035942975.1117502,0.009895499415757847
2021-10-28,1050891669.4049329,0.014430035872939895
2021-10-29,1048594624.0473545,-0.0021858060392457856
2021-11-01,1045607437.792323,-0.0028487522122719877
2021-11-02,1057584802.4012177,0.011454934400795258
2021-11-03,1046090661.4831285,-0.01086829244519405
2021-11-04,1050506290.034208,0.004221076349939956
2021-11-05,1057238732.1082842,0.006408759412432463
2021-11-08,1063631863.6333232,0.006047008429487022
2021-11-09,1080540774.6768253,0.01589733405103333
2021-11-10,1084791593.6954541,0.0039339737270907005
2021-11-11,1079061208.6818833,-0.005282475497482064
2021-11-12,1092311046.9180198,0.012279042309677468
2021-11-15,1106948282.1775823,0.013400244647220116
2021-11-16,1109830138.8231318,0.00260342483198972
2021-11-17,1118339908.583978,0.007667632607157193
2021-11-18,1131515298.4269633,0.011781203319183975
2021-11-19,1129152830.2285655,-0.0020878800328039127
2021-11-22,1121488600.7914476,-0.006787592637540807
2021-11-23,1123998178.986652,0.0022377206450723275
2021-11-24,1134567468.3785775,0.009403297611615624
2021-11-25,1135545848.3406727,0.0008623374011362817
2021-11-26,1131904371.3767722,-0.0032068075183593336
2021-11-29,1130514748.3457649,-0.0012276858948049307
2021-11-30,1136598300.1392884,0.005381222847756106
2021-12-01,1134654648.1740184,-0.0017100605948749958
2021-12-02,1132238576.1020203,-0.002129345766913593
2021-12-03,1104739253.3298454,-0.024287569203698456
2021-12-06,1092756711.6580727,-0.010846488558866385
2021-12-07,1109505521.7129974,0.015327117075777386
2021-12-08,1128338246.075526,0.016973979844149056
2021-12-09,1145308651.327929,0.015040175507147646
2021-12-10,1162428730.3131955,0.014948004597203246
2021-12-13,1189790432.9663363,0.023538391593064478
2021-12-14,1218923323.7570257,0.024485732935384696
2021-12-15,1239547698.1770885,0.01692015733729124
2021-12-16,1262124081.3750114,0.018213404156309787
2021-12-17,1265711252.9028482,0.00284217025946365
2021-12-20,1273949215.0979295,0.006508563604999074
2021-12-21,1283980367.2116108,0.007874059652299481
2021-12-22,1300323925.738556,0.012728822764196845
2021-12-23,1292070434.1950493,-0.006347258079419604
2021-12-24,1297235175.1827338,0.003997259631516981
2021-12-27,1322337905.97385,0.019350948287059966
2021-12-28,1321415214.1783257,-0.0006977730815671546
2021-12-29,1333470868.7390513,0.009123290265900197
2021-12-30,1323119208.106093,-0.007762944714905573
2021-12-31,1310788561.9276783,-0.00931937659348514
