date,nav,ret
2024-09-04,998502256.9019423,
2024-09-05,988606945.6350275,-0.009910154131866467
2024-09-06,988606945.6350275,0.0
2024-09-09,987126268.5495187,-0.0014977409293414068
2024-09-10,971094510.7459887,-0.016240837990348478
2024-09-11,971353324.9569625,0.0002665180454730631
2024-09-12,972225523.5078795,0.0008979210020778616
2024-09-13,973789385.0832849,0.0016085378727384025
2024-09-16,972811264.5255096,-0.0010044477509801863
2024-09-17,978930926.5731788,0.006290698176335319
2024-09-18,984095417.6403539,0.005275643997941559
2024-09-19,981359453.320366,-0.002780181952831473
2024-09-20,978024322.4035957,-0.0033984804502429355
2024-09-23,975278523.9346628,-0.0028074950755669903
2024-09-24,979078037.2342404,0.0038958238147692725
2024-09-25,982251834.54735,0.003241618331134344
2024-09-26,981872698.2656358,-0.0003859868400133415
2024-09-27,982296649.2211814,0.0004317779242608566
2024-09-30,980740306.5926771,-0.0015843916700094551
2024-10-01,980580584.9579364,-0.00016285823440420621
2024-10-02,977878110.6611998,-0.0027559940898203017
2024-10-03,980532693.234223,0.0027146354377727278
2024-10-04,977023682.9054184,-0.0035786775423370942
2024-10-07,978773015.62974,0.0017904711573824006
2024-10-08,982106195.8700482,0.0034054680575390517
2024-10-09,986490900.0003482,0.004464592677185575
2024-10-10,985852919.2736466,-0.0006467172953155131
2024-10-11,990294638.7734611,0.0045054585861419305
2024-10-14,989125058.4238765,-0.00118104279654907
2024-10-15,986909032.8613257,-0.0022403896693122816
2024-10-16,985191389.3015902,-0.0017404274381354057
2024-10-17,987490723.1531117,0.0023338956029157476
2024-10-18,985244016.2675798,-0.0022751675867476173
2024-10-21,984594139.3904305,-0.00065961007265114
2024-10-22,978822899.4236131,-0.005861542066856518
2024-10-23,981066113.2840723,0.002291746404564199
2024-10-24,977100653.7300537,-0.0040419901373868194
2024-10-25,972355134.8530837,-0.004856734931917295
2024-10-28,963320426.3446245,-0.009291572785106283
2024-10-29,969115265.0058143,0.0060154840515307395
2024-10-30,971130841.6150446,0.002079811021466149
2024-10-31,970819677.2171924,-0.00032041449464703664
2024-11-01,968167417.7066361,-0.0027319795558314874
2024-11-04,967513973.0380661,-0.000674929414705705
2024-11-05,967726881.8169653,0.00022005757522092217
2024-11-06,975251983.7320952,0.007776059605785646
2024-11-07,974737625.2187201,-0.0005274108865760407
2024-11-08,973525327.5273454,-0.0012437169347009336
2024-11-11,964991471.558975,-0.008765931123790649
2024-11-12,965452580.7800719,0.000477837612753218
2024-11-13,964902290.6507508,-0.0005699815198344504
2024-11-14,956426781.3320229,-0.008783800599138192
2024-11-15,958048101.4249552,0.0016951847486688099
2024-11-18,957787466.115901,-0.0002720482496302301
2024-11-19,942966864.4633765,-0.015473789516818548
2024-11-20,945490647.3912597,0.002676428009291021
2024-11-21,947853638.6688724,0.002499222265320622
2024-11-22,946775763.3706112,-0.001137174827724352
2024-11-25,948448445.6524557,0.0017667143019055587
2024-11-26,948881613.8831301,0.00045671246830547574
2024-11-27,947972037.6311792,-0.0009585771698416012
2024-11-28,948662908.0034486,0.0007287877119199759
2024-11-29,948538103.5387166,-0.00013155828448563334
2024-12-02,951467493.6124003,0.003088320925385135
2024-12-03,962614222.2821124,0.011715301620438767
2024-12-04,959699460.3511038,-0.003027964748015477
2024-12-05,959100531.6523933,-0.0006240794367970981
2024-12-06,961234945.3931689,0.002225432757396506
2024-12-09,965014212.1102686,0.003931678446785769
2024-12-10,962182085.1594608,-0.002934803358610183
2024-12-11,960841462.8280463,-0.0013933145836864114
2024-12-12,959255514.0143883,-0.0016505832387687658
2024-12-13,959298111.9782296,4.440731715260604e-05
2024-12-16,957301454.8520591,-0.002081372934272796
2024-12-17,957724372.0278858,0.0004417805631478089
2024-12-18,960903424.3643298,0.003319381263852339
2024-12-19,962689923.6220567,0.0018591871070796628
2024-12-20,963683546.2840452,0.0010321315696855127
2024-12-23,967037096.86218,0.0034799292683433958
2024-12-24,962447293.7329175,-0.004746253421047952
2024-12-25,965643380.2877433,0.003320791253336619
2024-12-26,966086095.7410703,0.00045846682363737123
2024-12-27,962680775.1975429,-0.0035248623891177555
2024-12-30,964936713.4845525,0.0023433918544251142
2024-12-31,961866823.2565532,-0.003181442041844784
