datetime,ic
2025-01-21,0.14285714285714282
2025-01-22,-0.0985221674876847
2025-01-23,0.025126247265349583
2025-01-24,0.40935960591132997
2025-02-03,0.3467980295566502
2025-02-04,0.44088669950738907
2025-02-05,0.4950738916256156
2025-02-06,0.2677669684062255
2025-02-07,0.35911330049261075
2025-02-10,0.3584185271674867
2025-02-11,0.011822660098522165
2025-02-12,0.0901477832512315
2025-02-13,-0.19140288358016302
2025-02-14,-0.05418719211822659
2025-02-17,-0.014285714285714282
2025-02-18,-0.3266009852216748
2025-02-19,-0.18768472906403935
2025-02-20,0.08473950058117899
2025-02-21,0.00985343030013709
2025-02-24,-0.2463357575034273
2025-02-25,-0.01773399014778325
2025-02-26,0.13743842364532016
2025-02-27,0.001970443349753694
2025-02-28,0.008866995073891625
2025-03-03,-0.02758620689655172
2025-03-04,0.3231527093596058
2025-03-05,-0.0586206896551724
2025-03-06,0.17021800843486826
2025-03-07,0.334975369458128
2025-03-10,0.04557211513813405
2025-03-11,-0.07069836240348364
2025-03-12,0.5522167487684727
2025-03-13,0.1862068965517241
2025-03-14,0.20896996130892273
2025-03-17,0.00689655172413793
2025-03-18,0.40738916256157626
2025-03-19,0.051724137931034475
2025-03-20,0.06896551724137931
2025-03-21,0.3527093596059112
2025-03-24,0.3493041041398599
2025-03-25,0.1088669950738916
2025-03-26,0.07487684729064037
2025-03-27,0.3911330049261083
2025-03-28,0.1339901477832512
2025-03-31,0.028571428571428564
2025-04-01,0.1275862068965517
2025-04-02,0.31921182266009845
2025-04-03,0.11970443349753691
2025-04-04,0.21231527093596053
2025-04-08,0.15960591133004923
2025-04-09,0.1716960229798888
2025-04-10,0.21628279508800913
2025-04-11,0.31900480596693837
2025-04-14,-0.01773399014778325
2025-04-15,-0.19756127751774868
2025-04-16,-0.0985221674876847
2025-04-17,-0.37586206896551716
2025-04-18,0.13842364532019702
2025-04-21,-0.007881773399014776
2025-04-22,-0.030541871921182254
2025-04-23,0.2729064039408866
2025-04-24,0.19605911330049258
2025-04-25,0.5103448275862068
2025-04-28,0.2507389162561576
2025-04-29,0.2133004926108374
2025-05-05,0.09064039408866993
2025-05-06,0.11921182266009848
2025-05-07,-0.20640394088669947
2025-05-08,-0.23842364532019697
2025-05-09,-0.09458128078817732
2025-05-12,-0.359157534439997
2025-05-13,0.2729699666295884
2025-05-14,0.3543937708565072
2025-05-15,0.32995884062225816
2025-05-16,0.3797552836484983
2025-05-19,0.44471635150166855
2025-05-20,0.18978751925204734
2025-05-21,0.06473859844271414
2025-05-22,0.30815441285355877
2025-05-23,0.05628476084538376
2025-05-26,0.17196885428253617
2025-05-27,0.07408231368186874
2025-05-28,0.19089999005657285
2025-05-29,-0.15841584256442878
2025-05-30,-0.007341490545050056
2025-06-02,-0.3668520578420467
2025-06-03,-0.3957730812013348
2025-06-04,-0.17552836484983317
2025-06-05,-0.31315382581712076
2025-06-06,-0.07764182424916574
2025-06-09,-0.17819799777530587
2025-06-10,-0.2
2025-06-11,0.01668520578420467
2025-06-12,0.04093892560653777
2025-06-13,-0.07942157953281423
2025-06-16,-0.24549301341598023
2025-06-17,-0.09499443826473859
2025-06-18,0.09544999502828642
2025-06-19,-0.11635150166852058
2025-06-20,-0.07453554390320735
2025-06-23,-0.18086763070077863
2025-06-24,-0.03048170004399823
2025-06-25,0.17196885428253617
2025-06-26,0.08075639599555061
2025-06-27,0.11213705709616868
2025-06-30,0.001557285873192436
2025-07-01,-0.01935483870967742
2025-07-02,-0.42602892102335926
2025-07-03,-0.5136818687430478
2025-07-04,-0.3543937708565072
2025-07-07,-0.19733036707452725
2025-07-08,-0.4289687422250262
2025-07-09,-0.3857463416268156
2025-07-10,-0.02669929930861159
2025-07-11,0.24760845383759733
2025-07-14,-0.12747497219132367
2025-07-15,0.02736373748609566
2025-07-16,0.18531701890989988
2025-07-17,-0.054956057743558856
2025-07-18,-0.3210233592880979
2025-07-21,-0.3521690767519466
2025-07-22,-0.06696329254727475
2025-07-23,-0.3835799334003865
2025-07-24,-0.2711902113459399
2025-07-25,0.060289210233592884
2025-07-28,0.3014460511679644
2025-07-29,0.17597330367074526
2025-07-30,-0.1292547274749722
2025-07-31,-0.07897664071190211
2025-08-01,-0.07230255839822024
2025-08-04,-0.16662958843159065
2025-08-05,-0.07363737486095662
2025-08-06,0.07230255839822024
2025-08-07,-0.2293659621802002
2025-08-08,0.23292547274749723
2025-08-11,0.0064516129032258064
2025-08-12,0.31123470522803115
2025-08-13,0.05761957730812013
2025-08-14,0.3521690767519466
2025-08-15,-0.029588431590656286
2025-08-18,-0.15639599555061176
2025-08-19,-0.13637374860956616
2025-08-20,-0.14349276974416017
2025-08-21,-0.28587319243604004
2025-08-22,-0.20978865406006672
2025-08-25,0.09187986651835373
2025-08-26,-0.03626251390433815
2025-08-27,-0.18934253093023717
2025-08-28,-0.3632925472747497
2025-08-29,-0.13414905450500555
2025-09-03,-0.1581757508342603
2025-09-04,0.07764182424916574
2025-09-05,0.07853170189098999
2025-09-08,0.03048170004399823
2025-09-09,-0.11857619577308119
2025-09-10,-0.18422516522941998
2025-09-11,0.23781979977753054
2025-09-12,-0.07586206896551724
2025-09-15,-0.1403781979977753
2025-09-16,-0.025583982202447165
2025-09-17,0.10700778642936595
2025-09-18,0.06785317018909899
2025-09-19,0.46123039555626516
2025-09-22,0.2523083784663795
2025-09-23,0.14640115787555355
2025-09-24,0.32146829810900995
2025-09-25,0.1599555061179088
2025-09-26,0.13548387096774192
2025-09-29,0.13147942157953282
2025-09-30,0.19377085650723025
2025-10-01,0.24938820912124582
2025-10-02,0.10567296996662959
2025-10-03,0.22847608453837595
2025-10-06,0.17419354838709677
2025-10-07,0.32502780867630704
2025-10-08,0.1474972191323693
2025-10-09,0.26807563959955505
2025-10-10,0.030033370411568408
2025-10-13,-0.15239154616240266
2025-10-14,-0.061179087875417135
2025-10-15,0.010902213884349731
2025-10-16,-0.040266963292547274
2025-10-17,0.43804226918798667
2025-10-20,0.2511679644048943
2025-10-21,0.33837597330367075
2025-10-22,0.048726221238216155
2025-10-23,-0.5675194660734149
2025-10-24,-0.2854282536151279
2025-10-27,-0.29744160177975526
2025-10-28,-0.06918798665183537
2025-10-29,-0.017130144605116793
2025-10-30,-0.03604405406662564
2025-10-31,-0.05718099935260982
2025-11-03,-0.09543937708565071
2025-11-04,0.07408231368186874
2025-11-05,-0.10211345939933258
2025-11-06,0.055394883203559515
2025-11-07,-0.06384872080088987
2025-11-10,0.03937708565072302
2025-11-11,0.13770856507230256
2025-11-12,0.08164627363737487
2025-11-13,-0.14838709677419354
2025-11-14,-0.23915461624026696
2025-11-17,0.058064516129032254
2025-11-18,-0.24716351501668518
2025-11-19,-0.2716351501668521
2025-11-20,-0.27099788798240765
2025-11-21,0.03848720800889878
2025-11-24,0.1003337041156841
2025-11-25,0.25528602573719794
2025-11-26,-0.08476084538375972
2025-11-27,0.061185894248901564
2025-11-28,-0.04004894896291738
2025-12-01,0.029261237205162445
2025-12-02,-0.18600511851666074
2025-12-03,0.33748609566184645
2025-12-04,0.21290322580645163
2025-12-05,-0.03225806451612903
2025-12-08,-0.19646234407920027
2025-12-09,-0.22847608453837595
2025-12-10,-0.13327400238215284
2025-12-11,-0.08832035595105672
2025-12-12,0.5958157723613591
2025-12-15,0.4629588431590656
2025-12-16,0.39621802002224693
2025-12-17,-0.12747497219132367
2025-12-18,-0.1243604004449388
2025-12-19,0.13260651989943756
2025-12-22,-0.04293659621802002
2025-12-23,0.18889754260842698
2025-12-24,0.3050055617352614
2025-12-25,0.5533429781709752
2025-12-26,0.031594170848523714
2025-12-29,0.160845383759733
2025-12-30,0.023804226918798663
2025-12-31,0.196440489432703
2026-01-05,0.04382647385984427
2026-01-06,-0.16929922135706338
2026-01-07,-0.09098998887652948
2026-01-08,0.0914349276974416
2026-01-09,0.14171301446051168
2026-01-12,0.19154616240266964
2026-01-13,0.010234731401634443
2026-01-14,0.055394883203559515
2026-01-15,0.3793103448275862
2026-01-16,0.07897664071190211
2026-01-19,0.22358175750834258
2026-01-20,-0.007341490545050056
2026-01-21,0.21735261401557288
2026-01-22,0.37886540600667407
2026-01-23,0.6694104560622914
2026-01-26,0.2836484983314794
2026-01-27,0.1906562847608454
2026-01-28,-0.03492769744160178
2026-01-29,-0.0037819799777530586
2026-01-30,0.023804226918798663
2026-02-02,-0.011790878754171301
2026-02-03,-0.10344827586206896
2026-02-04,-0.19955506117908786
2026-02-05,-0.4967741935483871
2026-02-06,-0.5296996662958843
2026-02-09,-0.5154616240266964
2026-02-10,-0.05183537263626252
2026-02-11,0.21690767519466073
2026-02-12,0.1906562847608454
2026-02-13,0.13681868743047831
2026-02-23,0.2547274749721913
2026-02-24,0.11635150166852058
2026-02-25,-0.09187986651835373
2026-02-26,0.10834260289210233
2026-02-27,0.2836484983314794
2026-03-02,-0.07675194660734148
2026-03-03,-0.3450500556173526
2026-03-04,-0.07897664071190211
2026-03-05,-0.07408231368186874
2026-03-06,-0.15951056729699667
2026-03-09,-0.14838709677419354
2026-03-10,-0.12614015572858733
2026-03-11,-0.3441601779755284
2026-03-12,-0.26788296972973624
2026-03-13,-0.4540600667408231
2026-03-16,-0.4634037819799778
2026-03-17,-0.1911012235817575
2026-03-18,-0.18309232480533927
2026-03-19,-0.2071420638026449
2026-03-20,-0.009121245828698554
2026-03-23,0.07497219132369298
2026-03-24,0.14126807563959956
2026-03-25,-0.10082351321617321
2026-03-26,0.2592056974544375
2026-03-27,0.13815350389321468
2026-03-30,0.2060295929981194
2026-03-31,0.16129032258064516
2026-04-01,0.046946267950975375
2026-04-02,-0.09899888765294772
2026-04-03,-0.18887652947719688
2026-04-06,-0.15372636262513903
2026-04-07,-0.07675194660734148
2026-04-08,0.08301803626850467
2026-04-09,0.46488409869806696
2026-04-10,0.4340861079258434
2026-04-13,-0.15951056729699667
2026-04-14,0.041620302365175256
2026-04-15,0.19288097886540603
2026-04-16,0.24449388209121245
2026-04-17,0.3775305895439377
2026-04-20,0.3681868743047831
2026-04-21,0.1599555061179088
2026-04-22,-0.09322505341923547
2026-04-23,0.1610857724952899
2026-04-24,0.05050055617352613
2026-04-28,0.034482758620689655
2026-04-29,0.2218266784223813
2026-05-04,0.26273637374860953
2026-05-05,0.08276782785669592
2026-05-06,-0.3955946180892617
2026-05-07,-0.432258064516129
2026-05-08,-0.3512791991101224
2026-05-11,-0.2671857619577308
2026-05-12,-0.10567296996662959
2026-05-13,0.05094549499443826
2026-05-14,-0.0978974307982425
2026-05-15,0.0424916573971079
2026-05-18,0.09721913236929922
2026-05-19,-0.608144192256342
2026-05-20,-0.5305895439377085
2026-05-21,-0.1748804104714059
2026-05-22,-0.22269187986651834
2026-05-25,-0.11191456293526357
2026-05-26,0.025583982202447165
2026-05-27,0.22313681868743046
2026-05-28,-0.16796440489432704
