date,nav,returns,drawdown
2024-01-02,998502264.8121703,,0.0
2024-01-03,1008232961.9612279,0.009745293017325407,0.0
2024-01-04,1008117833.4650158,-0.00011418838756094285,-0.0001141883875609218
2024-01-05,1007150657.4874046,-0.0009593878270032219,-0.0010734666636151194
2024-01-08,1002930494.4836392,-0.004190200316498416,-0.005259168939759939
2024-01-09,999672679.6687855,-0.0032482957022171854,-0.008490381306112894
2024-01-10,1000409608.9756141,0.0007371705977528009,-0.007759469567822634
2024-01-11,996987490.5528408,-0.003420717266277906,-0.011153643882572761
2024-01-12,1001410361.443649,0.004436235090929497,-0.0067668889780268925
2024-01-15,997289916.3035793,-0.004114642007627789,-0.010853687660004696
2024-01-16,998257359.7012987,0.000970072375047426,-0.009894144147523713
2024-01-17,996727105.6956086,-0.0015329253431679568,-0.011411902506379018
2024-01-18,998385291.4905822,0.00166363068235853,-0.0097672570151742
2024-01-19,1005780549.194956,0.007407218202636567,-0.0024323870164902005
2024-01-22,1005826977.2503858,4.6161218236973056e-05,-0.0023863380802012064
2024-01-23,1003744901.8372557,-0.002070013491606515,-0.004451411819786118
2024-01-24,1001064459.5064561,-0.0026704417884397813,-0.007109966372084773
2024-01-25,998249994.2518308,-0.0028114725559360565,-0.009901449452692043
2024-01-26,1000517950.8496325,0.002271932492723394,-0.007652012384705269
2024-01-29,1000759418.0872283,0.00024134223418048606,-0.007412516904289621
2024-01-30,998829277.3195138,-0.0019286760962026195,-0.009326896656326258
2024-01-31,990035851.0117042,-0.008803733037749839,-0.01804851818584311
2024-02-01,991216923.5230054,0.0011929593358606105,-0.01687708999825071
2024-02-02,991464765.7110314,0.000250038293479804,-0.016631271623552896
2024-02-05,1005210878.3069859,0.01386444891573757,-0.0029974061236437283
2024-02-06,1007110339.4019616,0.0018896145435423062,-0.0011134555223056672
2024-02-07,1008268822.9445078,0.0011503044872265278,0.0
2024-02-15,1008655624.2525764,0.00038362914657907865,0.0
2024-02-16,1017131944.5712081,0.008403582069859361,0.0
2024-02-19,1020648864.037464,0.003457682638940751,0.0
2024-02-20,1027041427.9705427,0.006263235240169696,0.0
2024-02-21,1028322812.5815345,0.0012476464688710998,0.0
2024-02-22,1031828115.5812483,0.0034087574026622214,0.0
2024-02-23,1028959770.1496964,-0.0027798674878481977,-0.0027798674878481483
2024-02-26,1033126748.5901861,0.004049700057645156,0.0
2024-02-27,1041049686.4920115,0.007668892430320984,0.0
2024-02-28,1043443064.0311716,0.0022990041399704175,0.0
2024-02-29,1036157554.0068717,-0.006982182617759181,-0.0069821826177592135
2024-03-01,1037591694.7316617,0.0013840952268735496,-0.005607751396519974
2024-03-04,1039105598.6304519,0.001459055528756581,-0.004156877888442283
2024-03-05,1042388392.6749403,0.003159249693982291,-0.0010107608096570813
2024-03-06,1032406064.9185476,-0.009576399570966454,-0.010577480931239593
2024-03-07,1030073984.8713133,-0.0022588786781471137,-0.012812466363242644
2024-03-08,1011201636.8685043,-0.0183213519416926,-0.030899076599453155
2024-03-11,1001196948.410486,-0.009893861019648731,-0.040487226449591435
2024-03-12,1012549936.3316097,0.011339415226093053,-0.029606912695563176
2024-03-13,1020591030.4998591,0.007941429730746519,-0.021900604181532793
2024-03-14,1014801991.7213012,-0.00567224148121559,-0.02744862014724624
2024-03-15,1016042570.3381011,0.0012224834272307472,-0.026259692203245942
2024-03-18,1012024837.9633981,-0.003954295313990719,-0.030110148939410535
2024-03-19,1010160491.876053,-0.0018421940029623718,-0.03189687420656841
2024-03-20,1012145266.9692299,0.0019648116404660243,-0.029994733915837922
2024-03-21,1019101831.4323108,0.0068730889627253156,-0.023327801427729434
2024-03-22,1018168184.1614258,-0.0009161471818500688,-0.024222576910042766
2024-03-25,1015670635.4470522,-0.002452982476986887,-0.0266161418303219
2024-03-26,1026760090.5023242,0.010918357455899974,-0.01598838892502232
2024-03-27,1023668781.80444,-0.00301074099634302,-0.018950993023363283
2024-03-28,1029175139.2007864,0.0053790420243549075,-0.013673889186884251
2024-03-29,1030969553.3004143,0.001743545905142474,-0.011954184335240937
2024-04-01,1027403567.9074153,-0.0034588658623170287,-0.015371702277448968
2024-04-02,1042769207.3926709,0.014955797278913385,-0.0006458010616289456
2024-04-03,1034745526.1886492,-0.007694589701285892,-0.008335421588716942
2024-04-04,1033903860.8061755,-0.0008134032582618467,-0.009142044787899532
2024-04-05,1019269524.4187425,-0.014154446019789435,-0.023167090228228177
2024-04-08,1020646780.9535627,0.0013512191837636855,-0.02184717486121295
2024-04-09,1023586784.750515,0.002880530122483238,-0.01902957618400863
2024-04-10,1023639912.3722353,5.1903387687124436e-05,-0.018978660495791718
2024-04-11,1017513505.3411708,-0.005984923953255117,-0.024849998609244826
2024-04-12,1019542425.2488056,0.0019939980127876566,-0.02290555144430182
2024-04-15,1008246781.0914372,-0.011079131066676129,-0.03373090890437209
2024-04-16,1014573113.4005219,0.0062745871623177685,-0.027667969270038898
2024-04-17,1006264488.8243241,-0.008189281251845815,-0.03563066973986495
2024-04-19,1002333579.9178879,-0.003906437075036684,-0.039397917845621466
2024-04-22,1015000483.9283757,0.012637413595906422,-0.027258392032347777
2024-04-23,1009631419.2637811,-0.005289716359360375,-0.03240391922944481
2024-04-24,1019577441.0716662,0.009851141335456726,-0.022871993482140165
2024-04-25,1019729482.3001081,0.00014912180509019102,-0.022726282390004054
2024-04-26,1021213800.1522439,0.0014555996250964487,-0.021303763133034382
2024-05-02,1020421815.6471939,-0.0007755325133012025,-0.022062773885370254
2024-05-03,1020922235.6237961,0.000490405015777462,-0.021583188564568073
2024-05-06,1032978847.2982996,0.011809529907179206,-0.010028545968234453
2024-05-07,1042381716.3915689,0.009102673416655271,-0.0010171591303720186
2024-05-08,1046081779.4356613,0.003549623891045295,0.0
2024-05-09,1041836095.8004267,-0.004058653652800448,-0.004058653652800501
2024-05-10,1041110007.7779677,-0.0006969311443382198,-0.004752756195003979
2024-05-13,1032753932.9545938,-0.00802612092953392,-0.012740730928568152
2024-05-14,1039460906.5598663,0.006494261015385083,-0.006329211545360082
2024-05-15,1050468076.3894166,0.010589306206790328,0.0
2024-05-16,1052107067.1133271,0.0015602480082441694,0.0
2024-05-17,1054427651.0949744,0.002205653829523424,0.0
2024-05-20,1052132373.7561437,-0.0021767992677801384,-0.0021767992677801744
2024-05-21,1054343678.3389429,0.0021017360913482275,-7.963823401663583e-05
2024-05-22,1056342973.3650533,0.0018962460411962034,0.0
2024-05-23,1067073755.3761111,0.01015842608094819,0.0
2024-05-24,1065382546.1405139,-0.0015849037867126103,-0.0015849037867126184
2024-05-27,1066952740.3936932,0.0014738314034405953,-0.00011340826424438391
2024-05-28,1073405758.6225346,0.0060480825293727225,0.0
2024-05-29,1072754928.8017397,-0.0006063222742815899,-0.0006063222742815615
2024-05-30,1079411629.665576,0.006205239132549778,0.0
2024-05-31,1079088734.7175193,-0.00029913977131845737,-0.00029913977131850746
2024-06-03,1087861336.1096995,0.008129638564410291,0.0
2024-06-04,1089966032.1623077,0.0019347098593787138,0.0
2024-06-05,1089012776.7966607,-0.0008745734614830081,-0.0008745734614829974
2024-06-06,1086108031.8260162,-0.002667319458995565,-0.0035395601536663793
2024-06-07,1085949450.3148491,-0.000146008966438127,-0.0036850523125848095
2024-06-10,1087061551.811406,0.00102408219483352,-0.0026647439142115704
2024-06-11,1079878367.9665332,-0.006607890632230662,-0.009255026210094218
2024-06-12,1081448677.0222967,0.0014541536365066943,-0.007814330803606865
2024-06-13,1080241415.1614413,-0.0011163376371955414,-0.008921945009216867
2024-06-14,1067319531.4436561,-0.011962033242221226,-0.02077725364865255
2024-06-17,1079248797.1908178,0.011176845729625295,-0.009832632077743497
2024-06-18,1103483513.5747051,0.02245517108471007,0.0
2024-06-19,1103489957.7123957,5.8398132924963875e-06,0.0
2024-06-20,1103889523.4829426,0.00036209280180066195,0.0
2024-06-21,1122335190.3424065,0.016709703704103518,0.0
2024-06-24,1105565169.2433214,-0.01494207901827338,-0.014942079018273345
2024-06-25,1105219785.5059884,-0.0003124046839947381,-0.015249815726794163
2024-06-26,1106785183.452269,0.0014163680082546204,-0.01385504706966675
2024-06-27,1104423486.9174557,-0.0021338346140908904,-0.015959317304740542
2024-06-28,1101288356.3126125,-0.0028387033071829437,-0.018752716845110172
2024-07-01,1104279283.1378798,0.002715843501044146,-0.016087802788236637
2024-07-02,1109169224.0705297,0.004428174110769234,-0.011730868269273538
2024-07-03,1108464155.7532105,-0.000635672449269431,-0.012359083728778152
2024-07-04,1118601459.709177,0.009145360184496187,-0.003326751816532094
2024-07-05,1117948774.748042,-0.0005834830229031196,-0.003908293736228817
2024-07-08,1116444199.3429441,-0.0013458357297605472,-0.005248869544636767
2024-07-09,1113263176.936306,-0.00284924442127088,-0.008083158653639635
2024-07-10,1105347623.7233553,-0.0071102263839663005,-0.015135911949681079
2024-07-11,1102237423.038796,-0.002813776062667639,-0.01790709894561807
2024-07-12,1100826393.8111455,-0.0012801499914241177,-0.019164325164480477
2024-07-15,1104273656.5665565,0.003131522622269456,-0.01609281606000412
2024-07-16,1104580243.6283076,0.0002776368519958883,-0.01581964716679888
2024-07-17,1103461498.2476692,-0.001012823999969048,-0.01681644864844631
2024-07-18,1107358531.7879434,0.003531644326931982,-0.013344194036982846
2024-07-19,1103895550.9629757,-0.003127244452053146,-0.01642970793226677
2024-07-22,1085848488.5754228,-0.016348523528163295,-0.032509629993738534
2024-07-23,1062765763.9473907,-0.021257776633566428,-0.05307632417445822
2024-07-24,1062091218.4489224,-0.000634707591598449,-0.05367734382016895
2024-07-25,1055351587.5454841,-0.00634562341385414,-0.059682351024284305
2024-07-26,1047062970.0060393,-0.00785389214102794,-0.06706750441764452
2024-07-29,1050316134.5948005,0.003106942640462629,-0.06416893666644648
2024-07-30,1049838506.4740834,-0.0004547470090053851,-0.06459450304343171
2024-07-31,1053453914.4114617,0.003443775318854314,-0.06137317667989206
2024-08-01,1044677102.2128466,-0.008331462894148989,-0.06919331122983646
2024-08-02,1053808249.7773981,0.008740641050913878,-0.06105746407550665
2024-08-05,1041251344.0211064,-0.011915740609303671,-0.07224565978062468
2024-08-06,1047307691.4664758,0.0058164126079118805,-0.0668494577391278
2024-08-07,1043072570.5958493,-0.004043817213541523,-0.07062294796474793
2024-08-08,1041866515.0975746,-0.0011562527213094809,-0.07169754271028624
2024-08-09,1044008933.7724876,0.0020563274122620268,-0.06978864892049119
2024-08-12,1042938179.1992371,-0.0010256182093972832,-0.07074269062074641
2024-08-13,1040639101.9832534,-0.0022044232935732877,-0.07279116707926532
2024-08-14,1042282630.722385,0.0015793455540922263,-0.07132678393127699
2024-08-15,1038342767.5192941,-0.003780033444825137,-0.07483719974733005
2024-08-16,1047490912.6483186,0.008810332594582748,-0.06668620777296849
2024-08-19,1047708227.4096798,0.00020746219249923037,-0.06649258044734323
2024-08-20,1051316676.7428529,0.0034441357228762737,-0.06327745419609179
2024-08-21,1048318098.028321,-0.0028522126404595394,-0.06594918608183716
2024-08-22,1045245413.2117229,-0.0029310614997273277,-0.06868694646130163
2024-08-23,1045273162.3008115,2.6547917587604886e-05,-0.06866222203910811
2024-08-26,1045553276.3270098,0.00026798164948749204,-0.06841264060514024
2024-08-27,1043948402.7529876,-0.0015349515040113948,-0.06984258202356138
2024-08-28,1044113614.0957582,0.00015825623405807399,-0.06969537881351129
2024-08-29,1044015520.7541897,-9.394891537106709e-05,-0.06978277992363645
2024-08-30,1045017315.460315,0.0009595592078952553,-0.06889018142476944
2024-09-04,1044332612.4904611,-0.0006552072963041944,-0.06950025137156045
2024-09-05,1042733504.7386326,-0.0015312245664865776,-0.07092505544576995
2024-09-06,1044172785.7336237,0.0013802961048536844,-0.06964265691868457
2024-09-09,1040962680.7369028,-0.0030743044068760605,-0.07250285859848894
2024-09-10,1036173151.572079,-0.004601057514793339,-0.07677032629088366
2024-09-11,1029201356.2170146,-0.006728407645466228,-0.08298219188598935
2024-09-12,1024624210.6878783,-0.0044472789522550515,-0.08706042588285787
2024-09-13,1022156222.3809152,-0.0024086765481622363,-0.08925940202492301
2024-09-16,1015337217.309515,-0.0066711965569378195,-0.09533513156639786
2024-09-17,1028427595.5775635,0.012892641030864516,-0.08367161216444909
2024-09-18,1026351857.8474091,-0.0020183605915287117,-0.08552109327135542
2024-09-19,1027839773.821145,0.001449713334037872,-0.08419536100657453
2024-09-20,1028668434.0104456,0.0008062153366763525,-0.0834570252612187
2024-09-23,1027892843.3072915,-0.000753975408898544,-0.0841480761253705
2024-09-24,1030077204.7035369,0.0021250866862903006,-0.0822018113953312
2024-09-25,1029348393.7012118,-0.0007075304637333968,-0.0828511815733283
2024-09-26,1033509777.2394886,0.004042735738202019,-0.07914339126782499
2024-09-27,1032566829.138103,-0.0009123746307502234,-0.07998355747619088
2024-09-30,1030753349.6418442,-0.0017562829301543958,-0.08159936664965678
2024-10-01,1031483005.045254,0.0007078855515370019,-0.08094924411078563
2024-10-02,1031123578.6310319,-0.00034845597306409903,-0.0812694928362243
2024-10-03,1030014432.5118011,-0.0010756674972977054,-0.08225774138155625
2024-10-04,1023004535.433139,-0.006805629957599479,-0.08850355559016496
2024-10-07,1026206215.1859779,0.0031296828527582754,-0.08565086079774542
2024-10-08,1023977204.2954738,-0.002172088667481087,-0.08763690820112773
2024-10-09,1029979511.0523623,0.0058617581833946275,-0.0822888563815485
2024-10-10,1028467723.8578788,-0.001467783755172869,-0.08363585789009274
2024-10-11,1029642256.0233662,0.001142021415199812,-0.08258935041568212
2024-10-14,1028850836.2366364,-0.0007686356907945502,-0.08329450498406767
2024-10-15,1028705170.3260396,-0.00014158117529428083,-0.08342429322545071
2024-10-16,1027936235.3533185,-0.0007474784757594,-0.08410941383766862
2024-10-17,1029554980.2485955,0.00157475224591197,-0.08266711308009979
2024-10-18,1031086938.6309364,0.0014879811294497003,-0.08130213905493933
2024-10-21,1023281104.3288109,-0.007570490915625339,-0.08825713286542834
2024-10-22,1019272475.956812,-0.003917426360206533,-0.09182881840687157
2024-10-23,1021417083.2497892,0.0021040569068286885,-0.08991797455965786
2024-10-24,1017550231.0859485,-0.00378577197038632,-0.09336333758232229
2024-10-25,1016363002.7579238,-0.0011667515683796426,-0.09442115733014862
2024-10-28,1018442143.3605509,0.002045667342263746,-0.09256864426585389
2024-10-29,1018827782.8246958,0.00037865623163679807,-0.09222503972822257
2024-10-30,1016668537.9608686,-0.002119342346398101,-0.09414892564252637
2024-10-31,1019769739.1394556,0.003050356200465343,-0.09138575720116188
2024-11-01,1013429774.7248869,-0.006217054861736404,-0.09703466179679737
