date,action,symbol,shares,price,amount
2025-05-30,BUY,VIC,1653100,49.20000076293945,81454520.04310703
2025-06-02,SELL,MBB,4454200,18.450000762939453,82056723.4081875
2025-06-02,SELL,VIB,5458700,15.029999732971191,81921193.1530563
2025-06-02,SELL,HDB,3274500,16.649999618530273,54438643.115251064
2025-06-02,SELL,VIC,1653100,49.0,80880397.15
2025-06-02,BUY,SAB,1140700,44.349998474121094,50665928.32431908
2025-06-02,BUY,VHM,657000,77.0,50664883.5
2025-06-02,BUY,VRE,1894800,26.700000762939453,50667048.18778611
2025-06-02,BUY,MSN,814600,62.099998474121094,50662538.745154575
2025-06-03,SELL,MSN,814600,63.29999923706055,51486833.10944176
2025-06-03,BUY,VIC,7588000,49.04999923706055,372749681.30213165
2025-06-04,SELL,VHM,657000,77.0999984741211,50578716.94900131
2025-06-04,SELL,SAB,1140700,45.20000076293945,51482301.40897961
2025-06-04,SELL,VRE,1894800,26.950000762939453,50988264.15344925
2025-06-04,BUY,HPG,5164100,19.290000915527344,99764916.96846657
2025-06-04,BUY,TPB,7975700,12.489999771118164,99765915.9112689
2025-06-04,BUY,SSI,4631200,21.510000228881836,99766538.72958755
2025-06-05,SELL,HPG,5164100,19.139999389648438,98692609.54181138
2025-06-05,SELL,TPB,7975700,12.529999732971191,99785615.59195295
2025-06-05,SELL,SSI,4631200,21.290000915527344,98450354.86163026
2025-06-05,BUY,SAB,383700,44.65999984741211,17161746.004364207
2025-06-05,BUY,VHM,223100,76.80000305175781,17159781.80186844
2025-06-05,BUY,VRE,634700,27.0,17162605.35
2025-06-06,SELL,SAB,383700,44.2599983215332,16957087.513938334
2025-06-06,BUY,SSI,7284300,20.979999542236328,153053847.58151037
2025-06-09,SELL,TCB,3424200,28.389999389648438,97067216.35616913
2025-06-09,SELL,SSI,7284300,20.760000228881836,150995236.5627431
2025-06-09,BUY,SAB,3363000,44.08000183105469,148463407.7270737
2025-06-09,BUY,HDB,8962600,16.540000915527344,148463774.32381365
2025-06-10,SELL,HDB,8962600,16.579999923706055,148377007.45523357
2025-06-10,BUY,BSR,1572300,10.770000457763672,16959072.227321435
2025-06-11,SELL,SAB,3363000,44.209999084472656,148455209.58069992
2025-06-11,SELL,BSR,1572300,10.739999771118164,16861171.887668896
2025-06-11,SELL,VIC,7588000,45.099998474121094,341705460.2389984
2025-06-11,BUY,MBB,4538900,18.190000534057617,82686437.31417017
2025-06-11,BUY,VJC,942500,87.5999984741211,82686843.05970192
2025-06-11,BUY,PLX,2362300,34.95000076293945,82686230.38249531
2025-06-12,SELL_STOP,VHM,223100,70.0,15593574.5
2025-06-12,SELL,MBB,4538900,18.520000457763672,83934339.43262692
2025-06-12,SELL,PLX,2362300,35.25,83146168.3875
2025-06-12,SELL,VRE,634700,25.200000762939453,15970448.823511316
2025-06-12,BUY,SAB,830100,44.619998931884766,37094619.70502759
2025-06-12,BUY,GAS,626100,59.150001525878906,37089366.67928581
2025-06-12,BUY,VIC,853400,43.400001525878906,37093117.644138336
2025-06-12,BUY,SSI,1762100,21.020000457763672,37094901.82083531
2025-06-13,SELL,VJC,942500,88.0,82815590.0
2025-06-13,SELL,GAS,626100,60.65999984741211,37922257.065608025
2025-06-13,SELL,SSI,1762100,20.579999923706055,36209621.838764094
2025-06-13,BUY,VHM,2467200,68.4000015258789,169009618.4902954
2025-06-13,BUY,ACB,8016900,21.049999237060547,169008872.4919161
2025-06-13,BUY,TPB,13414600,12.579999923706055,169008800.47701207
2025-06-16,SELL,VHM,2467200,67.4000015258789,166039849.83900148
2025-06-16,SELL,ACB,8016900,21.299999237060547,170503823.93776533
2025-06-16,SELL,VIC,853400,42.70000076293945,36385520.38011589
2025-06-16,SELL,TPB,13414600,12.680000305175781,169841986.39567032
2025-06-16,BUY,GAS,764000,64.9000015258789,49657976.56752014
2025-06-16,BUY,LPB,1657800,29.90999984741211,49659174.94366036
2025-06-16,BUY,PLX,1230400,40.29999923706055,49659496.73987122
2025-06-16,BUY,BSR,4104900,12.079999923706055,49661572.47435122
2025-06-17,SELL,GAS,764000,65.27999877929688,49799108.18878174
2025-06-17,SELL,LPB,1657800,30.56999969482422,50602927.07583848
2025-06-17,SELL,BSR,4104900,11.770000457763672,48242202.866755486
2025-06-17,BUY,VPL,547500,95.4000015258789,52309848.08667183
2025-06-17,BUY,HPG,2617200,19.959999084472656,52317668.568287656
2025-06-17,BUY,TPB,4059000,12.869999885559082,52317688.52978754
2025-06-18,SELL,VPL,547500,94.30000305175781,51551807.793331146
2025-06-18,SELL,HPG,2617200,20.18000030517578,52735874.153508
2025-06-18,SELL,PLX,1230400,39.0,47913621.6
2025-06-18,SELL,TPB,4059000,12.770000457763672,51755681.71027565
2025-06-18,BUY,MWG,2157500,62.79999923706055,135694234.85148907
2025-06-18,BUY,VNM,2531100,53.529998779296875,135693014.58014375
2025-06-18,BUY,STB,2870600,47.20000076293945,135695560.67337915
2025-06-18,BUY,SSI,6458100,20.979999542236328,135694171.446282
2025-06-19,SELL,MWG,2157500,63.09000015258789,135912500.31621456
2025-06-19,SELL,VNM,2531100,53.630001068115234,135539281.35995123
2025-06-19,SELL,STB,2870600,47.150001525878906,135145771.1886177
2025-06-19,SELL,SSI,6458100,21.25,137028773.0625
2025-06-19,BUY,TCB,1143800,32.439998626708984,37160527.73487358
2025-06-19,BUY,HPG,1856200,19.989999771118164,37161095.73151226
2025-06-19,BUY,VPB,2041000,18.18000030517578,37161038.693798065
2025-06-19,BUY,GAS,548600,67.62999725341797,37157469.21796494
2025-06-20,SELL,SAB,830100,44.65999984741211,37016657.474526785
2025-06-20,SELL,HPG,1856200,20.06999969482422,37198052.533382416
2025-06-20,SELL,VPB,2041000,18.1299991607666,36947823.29469395
